year,title,genre,gross
2015,Get Hard,"Comedy, Crime",90.41
2015,Terminator Genisys,"Action, Adventure, Sci-Fi",89.76
2015,Sisters,Comedy,87.04
2015,Alvin and the Chipmunks: The Road Chip,"Animation, Adventure, Comedy",85.89
2015,Maze Runner: The Scorch Trials,"Action, Sci-Fi, Thriller",81.67
2015,Ted 2,Comedy,81.48
2015,Goosebumps,"Adventure, comedy, Family",80.08
2015,Pixels,"Action, Comedy, Family",78.75
2015,The Intern,"Comedy, Drama",75.76
2015,Bridge of Spies,"Drama, History, Thriller",72.31
2015,Paul Blart: Mall Cop 2,"Action, Comedy, Crime",71.04
2015,The Big Short,"Biogrpahy, Comedy, Drama",70.26
2015,War Room,drama,67.79
2015,Magic Mike XXL,"Comedy, drama, Music",66.01
2015,The Visit,"Horror, Thriller",65.21
2015,The Wedding Ringer,Comedy,64.46
2015,Black Mass,"Biogrpahy, Crime, Drama",62.58
2015,Vacation,"Adventure, Comedy",58.88
2015,The Perfect Guy,"Drama, Thriller",57.02
2015,Joy,Drama,56.45
2015,Fantastic Four,"Action, Adventure, SCi-Fi",56.12
2016,Rogue One,"Action, Adventure, Sci-Fi",532.18
2016,Finding Dory,"Animation, Adventure, Comedy",486.3
2016,Captain America: Civil War,"Action, Adventure, Sci-Fi",408.08
2016,The Secret Life of Pets,"Animation, Adventure, Comedy",368.38
2016,The Jungle Book,"Adventure, Drama, Family",364
2016,Deadpool,"Action, Adventure, Comedy",363.07
2016,Zootopia,"Animation, Adventure, Comedy",341.27
2016,Batman v Superman: Dawn of Justice,"Action, Adventure, Sci-Fi",330.36
2016,Suicide Squad,"Action, Adventure, Fantasy",325.1
2016,Sing,"Animation, Comedy, Family",270.33
2016,Moana,"Animation, Adventure, Comedy",248.76
2016,Fantastic Beasts and Where to Find Them,"Adventure, Family, Fantasy",234.04
2016,Doctor Strange,"Action, Adventure, Fantasy",232.64
2016,Hidden Figures,"Biography, drama, history",169.39
2016,Jason Bourne,"Action, Thriller",162.43
2016,Star Trek: Beyond,"Action, Adventure, Sci-Fi",158.85
2016,X-Men: Apocalypse,"Action, Adventure, Sci-fi",155.44
2016,Trolls,"animation, Adventure, Comedy",153.71
2016,La La Land,"Comedy, drama, Music",151.1
2016,Kung Fu Panda 3,"Animation, Action, Adventure",143.53
2016,Split,"Horror, Thriller",138.14
2016,Ghostbusters,"Action, Comedy, Fantasy",128.34
2016,Central Intelligence,"Action, Comedy, Crime",127.44
2016,The Legend of Tarzan,"Action, Adventure, Drama",126.64
2016,Sully,"Biography, Drama",125.07
2016,Bad Moms,Comedy,113.26
2016,Angry Birds,"Animation, Action, Adventure",107.51
2016,Independence Day: Resurgence,"Action, Adventure, Sci-Fi",103.14
2016,The Conjuring 2,"Horror, Mystery, Thriller",102.47
2016,Arrival,"Drama, Mystery, Sci-FI",100.55
2016,Passengers,"Drama, Sci-Fi, Thriller",100.01
2016,Sausage Party,"Animation, Adventure, Comedy",97.66
2016,The Magnificent Seven,"Aciton, Adventure, Western",93.38
2016,Ride Along 2,"Action, Comedy",90.84
2016,Don't Breathe,"Horror, Thriller",89.21
2016,Miss Peregrine's Home for Peculiar Children,"Adventure, Drama, Family",87.24
2016,The Accountant,"Action, Crime, Drama",86.2
2016,Teenage Mutant Ninja Turtles: Out of the Shadows,"Action, Adventure, Comedy",82.05
2016,The Purge: Election Year,"Action, Horror, Sci-FI",79
2016,Alice Through the Looking Glass,"Adventure, Family, Fantasy",77.04
2016,Pete's Dragon,"Action, Adventure, Comedy",76.2
2016,The Girl on the Train,"Crime, Drama, Mystery",75.4
2016,Boo! A Madea Halloween,"Comedy, Horror",73.16
2016,Storks,"Animation, Adventure, Comedy",72.68
2016,10 Cloverfield Lane,"Drama, Horror, Mystery",71.9
2016,Lights Out,Horror,67.24
2016,Hacksaw Ridge,"Biography, Drama, History",67.21
2016,Allegiant,"Action, Adventure, Mystery",66.18
2016,Now You See Me 2,"Action, Adventure, Comedy",65.08
2016,Ice Age: Collision Course,"Animation, Adventure, Comedy",64.06
